分局,派出所,警編號,位置
旗山分局,龍肚派出所,KC107E0115,KC107E0115美濃區中興路一段225號對面路標指示桿
旗山分局,龍肚派出所,KC107E0116,KC107E0116美濃區中華路2號前號誌桿
旗山分局,廣興派出所,KC100G1726,廣久街與廣福街口
旗山分局,廣興派出所,KC100G1727,廣久街與廣福街口
旗山分局,廣興派出所,KC100G1728,廣久街與廣福街口
旗山分局,廣興派出所,KC100G1729,廣福街226號前
旗山分局,廣興派出所,KC100G1730,廣福街226號前
旗山分局,廣興派出所,KC100G1731,廣福街聖化宮前
旗山分局,廣興派出所,KC100G1732,廣福街聖化宮前與編號8共用置箱主機
旗山分局,廣興派出所,KC101J1140,民族路向北往廣興派出所鏡頭1支
旗山分局,廣興派出所,KC101J1141,民族路口往客家文物館鏡頭1支
旗山分局,廣興派出所,KC101J1142,民族路西北角號誌燈向南鏡頭1支
旗山分局,廣興派出所,KC101J1143,民族路西北角號誌燈向南廣角鏡頭1支
旗山分局,廣興派出所,KC102D1482,美濃區廣福街與廣福街81巷口電桿龍溪幹105
旗山分局,廣興派出所,KC102D1491,美濃區廣興街459號民宅
旗山分局,廣興派出所,KC102D1492,美濃區廣興街145巷1號民宅旁電桿竹九高幹48
旗山分局,廣興派出所,KC102D1483,美濃區廣福街與廣福街81巷口電桿龍溪幹105
旗山分局,廣興派出所,KC102D1484,廣福街81巷85號民宅前燈桿無編號
旗山分局,廣興派出所,KC102D1485,美濃區廣福街與廣福街81巷口電桿龍溪高幹106
旗山分局,廣興派出所,KC102D1486,美濃區廣福街與廣福街161巷口電桿龍溪高幹#110之1號
旗山分局,廣興派出所,KC102D1487,美濃區興隆三街6號廣興社區活動中心旁電桿善化堂高分1
旗山分局,廣興派出所,KC102D1488,美濃區興隆三街2號民宅旁電桿竹九高幹50
旗山分局,廣興派出所,KC102D1489,美濃區興隆三街2號民宅旁電桿竹九高幹50
旗山分局,廣興派出所,KC102D1490,美濃區廣興街459號民宅
旗山分局,內門分駐所,KC100E257,台三線與長寮埔向北
旗山分局,內門分駐所,KC100E258,台三線與長寮埔向北
旗山分局,內門分駐所,KC100E259,台三線三和派出所對面向南
旗山分局,內門分駐所,KC100E260,台三線三和派出所對面向南
旗山分局,內門分駐所,KC102D1516,內門區隘寮30號民宅對面電桿信義幹11處向北
旗山分局,內門分駐所,KC102D1525,內門分駐所旁台3線快車道路燈之之台3線路燈編號303
旗山分局,內門分駐所,KC102D1526,內門分駐所旁台3線慢車道路燈之之台3線路燈編號303
旗山分局,內門分駐所,KC102D1527,內門南海紫竹寺旁台3線快車道路燈之之台3線路燈編號304
旗山分局,內門分駐所,KC102D1528,內門南海紫竹寺旁台3線慢車道路燈之之台3線路燈編號304
旗山分局,內門分駐所,KC102D1529,台3線與內門里內門3號民宅旁無名巷路口
旗山分局,內門分駐所,KC102D1530,台3線與高123縣道往頂厝路口
旗山分局,內門分駐所,KC102D1531,台3線與高123縣道往頂厝路口
旗山分局,內門分駐所,KC102D1517,內門區隘寮30號前電桿向南
旗山分局,內門分駐所,KC102D1518,內門區公所旁門牌道路
旗山分局,內門分駐所,KC102D1519,台3線與墩仔腳路口往內門與旗山快車道
旗山分局,內門分駐所,KC102D1520,台3線與墩仔腳路口往墩仔腳產業道路
旗山分局,內門分駐所,KC102D1521,127縣道與台3線路口往三平社區方向電信桿之之三平桿1號
旗山分局,內門分駐所,KC102D1522,127縣道與台3線路口往台3線方向
旗山分局,內門分駐所,KC102D1523,內門區內門里52號民宅旁往高124縣道號誌桿無編號
旗山分局,內門分駐所,KC102D1524,台3線與高127與124縣道路口東南角號誌燈號誌桿無編號
旗山分局,內門分駐所,KC106C0578,KC106C0578台3線393K處往台南方向南向北
旗山分局,內門分駐所,KC106C0579,KC106C0579台3線393K處往台南方向南向北
旗山分局,內門分駐所,KC106C0580,KC106C0580台3線約392.9處往旗山方向北向南
旗山分局,內門分駐所,KC106C0581,KC106C0581台3線約392.9處往旗山方向北向南
旗山分局,中埔派出所,KD01651,台3線內門往中埔路慢西104維
旗山分局,中埔派出所,KD01652,台3線內門往中埔路快西104維
旗山分局,中埔派出所,KD01653,台3線往182縣道慢北104維
旗山分局,中埔派出所,KD01654,台3線往182縣道快北104維
旗山分局,中埔派出所,KD01655,182縣道往台3線旗山方向慢南104維
旗山分局,中埔派出所,KD01656,182縣道往台3線旗山方向快南104維
旗山分局,中埔派出所,KD01657,台3線與南屏路口主機全景之南104維
旗山分局,中埔派出所,KC103D0549,台3線往內門無名巷路口電桿內門幹72
旗山分局,中埔派出所,KC103D0550,台3線往旗山中央分隔島上交通告示桿
旗山分局,中埔派出所,KC103D0551,台3線往旗山中央分隔島上交通告示桿
旗山分局,中埔派出所,KC103D0552,台3線往旗山中央分隔島上號誌桿
旗山分局,中埔派出所,KC103D0553,台3線往旗山中央分隔島上號誌桿
旗山分局,中埔派出所,KC103D0554,台3線往旗山中央分隔島上燈桿編號1890
旗山分局,中埔派出所,KC103D0555,台3線往順賢宮車道燈桿編號1667
旗山分局,中埔派出所,KC103D0556,台3線往內門中央分隔島上號誌桿
旗山分局,中埔派出所,KC103D0557,台3線往內門中央分隔島上號誌桿
旗山分局,中埔派出所,KC103D0558,台3線往內門中央分隔島上交通告示桿
旗山分局,中埔派出所,KC103D0559,台3線往內門中央分隔島上交通告示桿
旗山分局,中埔派出所,KC103D0560,台3線往實踐大學車道燈桿編號1714
旗山分局,中埔派出所,KC103D0561,台3線往旗山路標旗山區告示桿
旗山分局,中埔派出所,KC103D0562,高120鄉道往田寮與下埔尾與腳帛寮路口路標指示桿
旗山分局,中埔派出所,KC103D0563,高120鄉道往田寮與下埔尾與腳帛寮路口路標指示桿
旗山分局,中埔派出所,KC103D0564,高120鄉道往田寮與下埔尾與腳帛寮路口路標指示桿
旗山分局,中埔派出所,KC103D0565,高120鄉道往田寮與下埔尾與腳帛寮路口路標指示桿
旗山分局,中埔派出所,KC103D0566,高136鄉道電桿埔尾幹64號
旗山分局,中埔派出所,KC103D0567,高136鄉道電桿埔尾幹64號
旗山分局,中埔派出所,KC103D0568,高120鄉道與高136鄉道路口電桿甕南高分14
旗山分局,中埔派出所,KC103D0569,高120鄉道與高136鄉道路口電桿甕南高分14
旗山分局,中埔派出所,KC103D0570,高136鄉道電桿瑞山分1
旗山分局,中埔派出所,KC103D0571,高136鄉道電桿瑞山分1
旗山分局,溝坪派出所,KC100E274,高117線道與溝坪路向北
旗山分局,溝坪派出所,KC100E275,高117線道與溝坪路向東
旗山分局,溝坪派出所,KC100E276,高117線道與溝坪路向南
旗山分局,溝坪派出所,KC100G1743,高117縣道溝坪派出所北邊各叉路口
旗山分局,溝坪派出所,KC100G1744,高117縣道溝坪派出所北邊各叉路口
旗山分局,溝坪派出所,KC100G1745,高117縣道溝坪派出所北邊各叉路口
旗山分局,溝坪派出所,KC100G1746,高117縣道溝坪派出所北邊各叉路口
旗山分局,溝坪派出所,KC100G1747,高117縣道金竹里安定29之8號
旗山分局,溝坪派出所,KC100G1748,高117縣道寶林6號前
旗山分局,溝坪派出所,KC100G1749,高117縣道寶林6號前
旗山分局,溝坪派出所,KC100G1750,高117縣道寶林6號前
旗山分局,溝坪派出所,KC100G1751,高117縣道14之2號前
旗山分局,溝坪派出所,KC100G1752,高117縣道14之2號前
旗山分局,杉林分駐所,KD91620,月光山隧道1暫訂
旗山分局,杉林分駐所,KD91621,月光山隧道2暫訂
旗山分局,杉林分駐所,KD01658,台21線往甲仙慢北
旗山分局,杉林分駐所,KD01659,台21線往甲仙快北
旗山分局,杉林分駐所,KD01660,台21線往旗山慢南
旗山分局,杉林分駐所,KD01661,台21線往旗山快南
旗山分局,杉林分駐所,KD01662,杉林分駐所往台21線南
旗山分局,杉林分駐所,KD01663,台29線與清水路外環道主機全景之南
旗山分局,杉林分駐所,KD01664,大愛路往清水路西
旗山分局,杉林分駐所,KD01665,清水路往大愛路東
旗山分局,杉林分駐所,KD01666,中學路往清水路西
旗山分局,杉林分駐所,KD01667,清水路往中學路東
旗山分局,杉林分駐所,KD01668,清水路往甲仙外快北
旗山分局,杉林分駐所,KD01669,清水路往甲仙內快北
旗山分局,杉林分駐所,KD01670,台29線與清水路中學巷口主機全景之北
旗山分局,杉林分駐所,KD01671,清水路甲仙方向往旗山東
旗山分局,杉林分駐所,KD01672,清水路旗山方向往甲仙慢西
旗山分局,杉林分駐所,KD01673,清水路旗山方向往甲仙快西
旗山分局,杉林分駐所,KD01674,組合屋左轉清水路往旗山慢東
旗山分局,杉林分駐所,KD01675,組合屋左轉清水路往旗山快東
旗山分局,杉林分駐所,KD01676,清水路往組合屋北
旗山分局,杉林分駐所,KD01677,台29線與山仙路口主機全景之北
旗山分局,杉林分駐所,KC100E261,和氣街與大愛路口向西
旗山分局,杉林分駐所,KC100E262,和氣街與大愛路口向東
旗山分局,杉林分駐所,KC100E263,大愛路與和氣街口向北
旗山分局,杉林分駐所,KC100E264,高118線1.5k樂善堂牌樓前東側向東
旗山分局,杉林分駐所,KC100E265,高118線1.5k樂善堂牌樓前西側向西
旗山分局,杉林分駐所,KC100G1708,山仙路與山仙路24巷口
旗山分局,杉林分駐所,KC100G1709,山仙路與山仙路24巷口
旗山分局,杉林分駐所,KC100G1710,山仙路與山仙路24巷口
旗山分局,杉林分駐所,KC100G1711,山仙路與南河巷口
旗山分局,杉林分駐所,KC100G1712,山仙路與南河巷口
旗山分局,杉林分駐所,KC100G1713,山仙路與南河巷口
旗山分局,杉林分駐所,KC100G1714,清水路與路東巷口
旗山分局,杉林分駐所,KC100G1715,清水路與路東巷口
旗山分局,杉林分駐所,KC102G0001,互愛街與象寮巷口燈桿之之81區0003之29
旗山分局,杉林分駐所,KC102G0002,互愛街25號民牆上
旗山分局,杉林分駐所,KC102G0003,互愛街15號對面燈桿之之81區0003之28
旗山分局,杉林分駐所,KC102G0004,和氣街20號民宅前路燈桿燈桿無編號
旗山分局,杉林分駐所,KC102G0005,和氣街大愛國小前燈桿之之81區0003之15
旗山分局,杉林分駐所,KC102G0006,愛農教會前燈桿之之81區0003之09
旗山分局,杉林分駐所,KC102G0007,愛農教會前燈桿之之81區0003之09
旗山分局,杉林分駐所,KC102G0008,大愛小林社區感恩路往台21線燈桿之之81區0005之28
旗山分局,杉林分駐所,KC102G0009,大愛小林社區感恩路往園區燈桿之之81區0005之35
旗山分局,杉林分駐所,KC102G0010,大愛小林社區憶林路往台21線燈桿之之81區0005之13
旗山分局,杉林分駐所,KC102G0011,大愛小林社區憶林路往園區燈桿之之81區0005之13
旗山分局,杉林分駐所,KC102G0012,忠義路18號民宅對面燈桿之之81區0009之13
旗山分局,杉林分駐所,KC102G0013,忠義路3號民宅前燈桿之之81區0009之23
旗山分局,杉林分駐所,KC102G0014,日光二街9號民宅對面燈桿之之81區0009之02
旗山分局,杉林分駐所,KC102G0015,日光二街21號民宅對面燈桿之之81區0009之05
旗山分局,杉林分駐所,KC102G0016,日光二街47號儲水槽旁燈桿之之81區0009之29
旗山分局,杉林分駐所,KC102G0017,日光二街47號儲水槽旁燈桿之之81區0009之29
旗山分局,杉林分駐所,KC102G0018,忠義路140號民宅對面燈桿之之81區0009之42
旗山分局,杉林分駐所,KC102D1470,清水路往杉林方向路標桿往甲仙與美濃
旗山分局,杉林分駐所,KC102D1479,杉林區合興巷電桿月美分3
旗山分局,杉林分駐所,KC102D1480,桐竹路往杉林方向路標桿往杉林與旗山
旗山分局,杉林分駐所,KC102D1481,桐竹路往杉林方向路標桿往杉林與旗山
旗山分局,杉林分駐所,KC102D1471,清水路往杉林方向路標桿往甲仙與美濃
旗山分局,杉林分駐所,KC102D1472,清水路往杉林方向路標桿往甲仙與美濃
旗山分局,杉林分駐所,KC102D1473,清水路往杉林方向電桿旗林幹296
旗山分局,杉林分駐所,KC102D1474,清水路37號民宅前號誌桿
旗山分局,杉林分駐所,KC102D1475,清水路37號民宅前號誌桿
旗山分局,杉林分駐所,KC102D1476,清水路37號民宅前號誌桿
旗山分局,杉林分駐所,KC102D1477,杉林區公明巷電信桿柿子幹1旁電桿
旗山分局,杉林分駐所,KC102D1478,杉林區合興巷電桿月美分3
旗山分局,茄興派出所,KC100E266,合森巷與南和路向西
旗山分局,茄興派出所,KC100E267,合森巷與南和路全景
旗山分局,茄興派出所,KC100E268,南和路與合森巷向西
旗山分局,茄興派出所,KC100E269,南和路與合森巷向東
旗山分局,甲仙分駐所,KD91616,甲仙區四德巷10之10號內南
旗山分局,甲仙分駐所,KD91617,甲仙區四德巷10之10號外南
旗山分局,甲仙分駐所,KD91618,甲仙區四德巷10之10號內北
旗山分局,甲仙分駐所,KD91619,甲仙區四德巷10之10號外北
旗山分局,甲仙分駐所,KD91601,甲仙大橋往甲仙內道
旗山分局,甲仙分駐所,KD91602,甲仙大橋往甲仙外道
旗山分局,甲仙分駐所,KD91603,甲仙往甲仙大橋內道
旗山分局,甲仙分駐所,KD91604,甲仙往甲仙大橋外道
旗山分局,甲仙分駐所,KC100E243,台20線與台29線路口全景
旗山分局,甲仙分駐所,KC100E244,台20線與台29線路口向南內線
旗山分局,甲仙分駐所,KC100E245,台20線與台29線路口向南外線
旗山分局,甲仙分駐所,KC100E246,台20線與台29線路口向北內線
旗山分局,甲仙分駐所,KC100E247,台20線與台29線路口向北外線
旗山分局,甲仙分駐所,KC100E248,台20線與台29線路口向西
旗山分局,甲仙分駐所,KC100E249,中正路與忠孝路口向西
旗山分局,甲仙分駐所,KC100E250,忠孝路與中正路口向南
旗山分局,甲仙分駐所,KC100E251,忠孝路與中正路口向北
旗山分局,甲仙分駐所,KC100E252,中正路與忠孝路口向東
旗山分局,甲仙分駐所,KC100E253,文化路與和安街向北
旗山分局,甲仙分駐所,KC100E254,和安街與文化路口全景
旗山分局,甲仙分駐所,KC100E255,和安街與文化路口向東
旗山分局,甲仙分駐所,KC100E256,和安街與文化路口向西
旗山分局,甲仙分駐所,KC106C0574,KC106C0574台20線與台29線路口台29線往甲仙方向南向北
旗山分局,甲仙分駐所,KC106C0575,KC106C0575台20線與台29線路口台29線往杉林方向北向南
旗山分局,甲仙分駐所,KC106C0576,KC106C0576台20線與台29線路口台20線甲仙往南化東向西
