分局,派出所,警編號,位置
新興分局,中正三所,KC101A0143,興華路與忠孝一路口向東
新興分局,中正三所,KC101A0144,忠孝一路與六合一路口向北
新興分局,中正三所,KC101A0145,忠孝一路與七賢一路口向西
新興分局,中正三所,KC101A0146,七賢一路口與忠孝一路向北
新興分局,中正三所,KC101A0147,仁愛一街與七賢一路口向西
新興分局,中正三所,KC101A0148,仁愛一街與七賢一路口向北
新興分局,中正三所,KC101A0149,復興一路與七賢一路口向北
新興分局,中正三所,KC101A0150,復興一路與八德一路口向南
新興分局,中正三所,KC101A0151,復興一路與河南一路向西
新興分局,中正三所,KC101A0152,八德一路與林森一路口向東
新興分局,中正三所,KC101A0153,八德一路202巷口向西
新興分局,中正三所,KC101A0154,忠孝一路與八德一路口向北
新興分局,中正三所,KC101A0155,林森一路250號前向北
新興分局,中正三所,KC101A0156,仁愛一街與八德一路口向南
新興分局,中正三所,KC101A0157,忠孝一路421號前向北
新興分局,中正三所,KC101A0158,忠孝一路與忠孝一路415巷口向西
新興分局,中正三所,KC101A0159,忠孝一路與仁愛一街291巷向東
新興分局,中正三所,KC101A0160,忠孝一路421號前向南
新興分局,中正三所,KC101A0161,新興路與仁愛一街口向西
新興分局,中正三所,KC101A0162,新興路與忠孝一路口向西
新興分局,中正三所,KC101A0163,新興路與忠孝一路口向東
新興分局,中正三所,KC101A0164,新興路與林森一路口向東
新興分局,中正三所,KC101A0165,忠孝一路與忠孝一路200巷口向東
新興分局,中正三所,KC101A0166,林森一路與林森一路130巷口向東
新興分局,中正三所,KC101A0167,忠孝一路與林森一路130巷口向西
新興分局,中正三所,KC101A0168,仁愛一街與忠孝一路200巷口向西
新興分局,中正三所,KC101A0169,林森一路與民生一路口向北
新興分局,中正三所,KC101A0170,民生一路314巷口內向北
新興分局,中正三所,KC101A0171,忠孝一路與新興路口向南
新興分局,中正三所,KC101A0172,民生一路252號前向西
新興分局,中正三所,KC101A0173,大同一路與仁愛一街口向南
新興分局,中正三所,KC101A0174,大同一路與林森一路口向北
新興分局,中正三所,KC101A0175,忠孝一路與民生一路口向西
新興分局,中正三所,KC101A0176,忠孝一路與民生一路口向北
新興分局,中正三所,KC101A0177,開封路與八德一路口向東
新興分局,中正三所,KC101A0178,洛陽街與八德一路口向西
新興分局,中正三所,KC101A0179,八德一路與復興一路口南向北
新興分局,中正三所,KC101A0180,八德一路167號前西向東
新興分局,中正三所,KC101A0181,河南一路與錦田路口南向北
新興分局,中正三所,KC101A0182,河南一路與復興一路口西向東
新興分局,中正三所,KC101A0183,同心路與開封路北向南
新興分局,中正三所,KC101A0184,洛陽街與河南一路口北向南
新興分局,中正三所,KC101A0185,洛陽街與同心路口西向東
新興分局,中正三所,KC101A0186,興邦路與開封路口西向東
新興分局,中正三所,KC101A0187,開封路與河南一路口北向南
新興分局,中正三所,KC101A0188,八德一路與錦田路口南向北
新興分局,中正三所,KC101A0189,七賢一路口與洛陽街口南向北
新興分局,中正三所,KC101A0190,興邦路與錦田路口西向東
新興分局,中正三所,KC101A0191,錦田路128巷與錦田路口西向東
新興分局,中正三所,KC101A0192,七賢一路與錦田路口南向北
新興分局,中正三所,KC101A0193,渤海街與錦田路口東向西
新興分局,中正三所,KC101A0194,渤海街與達仁街路口西向東
新興分局,中正三所,KC101A0195,黃海街與錦田路口東向西
新興分局,中正三所,KC101A0196,黃海街與達仁街口西向東
新興分局,中正三所,KC101A0197,東海街與錦田路口東向西
新興分局,中正三所,KC101A0198,東海街與達仁街口西向東
新興分局,中正三所,KC101A0199,南海街與錦田路口東向西
新興分局,中正三所,KC101A0200,南海街與達仁街口西向東
新興分局,中正三所,KC101A0201,達仁街與民生一路口南向北
新興分局,中正三所,KC101A0202,達仁街與渤海街口北向南
新興分局,中正三所,KC101A0203,復橫一路與錦田路口東向西
新興分局,中正三所,KC101A0204,復橫一路與達仁街口東向西
新興分局,中正三所,KC101A0205,復橫一路與復興一路口西向東
新興分局,中正三所,KC101A0206,復橫一路157巷與民生一路口南向北
新興分局,中正三所,KC101A0207,復橫一路157巷與復橫一路口北向南
新興分局,中正三所,KC101A0208,復橫一路150巷與復橫一路口南向北
新興分局,中正三所,KC101A0209,大同一路與林森一路口南向北
新興分局,中正三所,KC101A0210,大同一路與忠孝一路口南向北
新興分局,中正三所,KC101A0211,林森一路與林森一路146巷1號西向東
新興分局,中正三所,KC101A0212,林森一路146巷與忠孝一路口東向西
新興分局,中正三所,KC101A0213,林森一路146巷口與忠孝一路183號前北向南
新興分局,中正三所,KC101A0214,林森一路與復橫一路口西向東
新興分局,中正三所,KC101A0215,復橫一路248號前東向西
新興分局,中正三所,KC101A0216,復橫一路220號前東向西
新興分局,中正三所,KC101A0217,林森一路158巷口與忠孝一路口東向西
新興分局,中正三所,KC101A0218,林森一路與林森一路158巷口西向東
新興分局,中正三所,KC101A0219,球庭路與林森一路路口西向東
新興分局,中正三所,KC101A0220,球庭路46號前東向西
新興分局,中正三所,KC101A0221,忠孝一路233號前東向西
新興分局,中正三所,KC101A0222,忠孝一路與忠孝一路239巷口東向西
新興分局,中正三所,KC101A0223,忠孝一路239巷與林森一路口西向東
新興分局,中正三所,KC101A0224,忠孝一路239巷31號東向西
新興分局,中正三所,KC101B0016,錦田路與河南一路西向東
新興分局,中正三所,KC101B0017,河南一路與八德一路170巷北向南
新興分局,中正三所,KC101B0018,七賢一路與八德一路169巷南向北
新興分局,中正三所,KC101D0017,新興區尚信街與尚義街112巷口東向西
新興分局,中正三所,KC101D0018,新興區尚信街與尚義街136巷口東向西
新興分局,中正三所,KC101D0019,新興區六合路與和平路口東向西
新興分局,中正三所,KC101D0020,新興區六合路與和平路口西向東全景
新興分局,中正三所,KC101D0021,新興區中東街與尚義街口
新興分局,中正三所,KC101D0022,新興區民族二路與民族二路24巷口西向東
新興分局,中正三所,KC101D0023,新興區錦田路與同心路口西向東
新興分局,中正三所,KC101D0024,新興區開封路與錦田路136巷口東向西
新興分局,中正三所,KC101D0025,新興區開封路與八德一路口東向西
新興分局,中正三所,KC101D0026,新興區錦田路與八德一路口北向南
新興分局,中正三所,KC101D0027,新興區錦田路與同心路口南向北
新興分局,中正三所,KC101D0028,新興區六合路與民族二路機車道南向北
新興分局,中正三所,KC101D0029,新興區洛陽街與錦田路135巷口西向東
新興分局,中正三所,KC101D0030,新興區八德一路與錦田路口東向西
新興分局,中正三所,KC101D0031,新興區忠孝一路與南華橫二路口東向西
新興分局,中正三所,KC101D0032,新興區忠孝一路與忠孝一路437巷口東向西
新興分局,中正三所,KC101D0033,新興區忠孝一路與八德一路口西向東西南角
新興分局,中正三所,KC101D0034,新興區忠孝一路與林森一路272巷口東向西
新興分局,中正三所,KC101D0035,新興區仁愛一街與忠孝一路500巷口東向西
新興分局,中正三所,KC101D0036,新興區仁愛一街與八德一路口西向東西南角
新興分局,中正三所,KC101D0037,新興區仁愛一街與忠孝一路484巷口東向西
新興分局,中正三所,KC101D0038,新興區仁愛一街與南華橫二路口東向西
新興分局,中正三所,KC101D0039,新興區仁愛一街與仁愛一街291巷口東向西
新興分局,中正三所,KC101D0040,新興區大同一路口與林森一路口西向東
新興分局,中正三所,KC101D0041,新興區大同一路與忠孝一路口東向西
新興分局,中正三所,KC101D0042,新興區復橫一路133號前西向東
新興分局,中正三所,KC101D0043,新興區達仁街與渤海街口南向北達仁街101號前
新興分局,中正三所,KC101D0044,新興區達仁街與東海街口北向南達仁街43號前
新興分局,中正三所,KC101D0045,新興區達仁街與東海街口南向北達仁街43號前
新興分局,中正三所,KC101D0046,新興區復橫一路157巷19號前北向南
新興分局,中正三所,KC101H0075,新興區民族二路88巷與民族二路口西向東
新興分局,中正三所,KC101H0076,新興區民族二路與尚智街口機車道南向北
新興分局,中正三所,KC101H0077,新興區尚文街20巷5弄與尚文街20巷口
新興分局,中正三所,KC101H0078,新興區尚文街20巷2弄與尚文街20巷口西向東
新興分局,中正三所,KC101H0079,新興區尚文街11巷與尚文街口北向南
新興分局,中正三所,KC101H0080,新興區尚文街44巷與尚文街口北向南
新興分局,中正三所,KC101H0081,新興區開封路與中東街口南向北
新興分局,中正三所,KC101H0082,新興區六合一路與開封街口西向東
新興分局,中正三所,KC101H0083,新興區民族二路105巷與民族二路口東向西
新興分局,中正三所,KC101H0084,新興區民族二路與信守街口東向西
新興分局,中正三所,KC101H0085,新興區民生一路222巷39號前南向北
新興分局,中正三所,KC101H0086,新興區復橫一路132號前東向西
新興分局,中正三所,KC101H0087,新興區復橫一路145號南向北
新興分局,中正三所,KC101H0088,新興區民生一路208號前南向北
新興分局,中正三所,KC101H0089,新興區復興一路40之1號前南向北
新興分局,中正三所,KC101H0090,新興區忠孝一路與大同一路口東向西
新興分局,中正三所,KC101H0091,新興區林森一路與大同一路口西向東
新興分局,中正三所,KC101H0092,新興區林森一路與大同一路口北向南
新興分局,中正三所,KC101H0093,新興區民生一路296號前東向西
新興分局,中正三所,KC101H0094,新興區六合一路與復興一路口南向北
新興分局,中正三所,KC101H0095,新興區六合一路55之11號前西向東
新興分局,中正三所,KC101H0096,新興區七賢一路與六合一路88巷口北向南
新興分局,中正三所,KC101H0097,新興區六合一路與六合一路88巷口南向北
新興分局,中正三所,KC101H0098,新興區錦田路95號旁南向北
新興分局,中正三所,KC101H0099,新興區復興一路54號旁
新興分局,中正三所,KC101H0100,新興區中正三路與仁愛一街口南向北
新興分局,中正三所,KC101H0101,新興區忠孝一路340巷與仁愛一街口
新興分局,中正三所,KC101H0102,新興區忠孝一路340巷與忠孝一街口西向東
新興分局,中正三所,KC101H0103,新興區林森一路與興華路口西向東
新興分局,中正三所,KC101H0104,新興區林森一路198巷與林森一路口西向東
新興分局,中正三所,KC101H0105,新興區林森一路198巷與忠孝一路口
新興分局,中正三所,KC101H0106,新興區中正三路與忠孝一路口南向北
新興分局,中正三所,KC101H0107,新興區六合一路與忠孝一路口北向南
新興分局,中正三所,KC101H0108,新興區六合一路與中正三路80巷口北向南
新興分局,中正三所,KC101H0109,新興區中正三路與中正三路80巷口
新興分局,中正三所,KC106C0019,KC106C0019信義國小站1號出口西向東
新興分局,中正三所,KC106C0020,KC106C0020信義國小站2號出口東向西
新興分局,中正三所,KC106C0023,KC106C0023信義國小站5號出口東向西
新興分局,中正三所,KC106C0053,KC106C0053中正三路與開封路慢車道東向西
新興分局,中正三所,KC106C0021,KC106C0021信義國小站3號出口西向東
新興分局,中正三所,KC106C0022,KC106C0022信義國小站4號出口東向西
新興分局,中正三所,KC106C0052,KC106C0052民族二路慢車道西向東
新興分局,中正三所,KC106C0054,KC106C0054中正二路與民族二路口內快車道西向東
新興分局,中正三所,KC106C0055,KC106C0055七賢一路慢車道東向西
